Account,Opportunity_ID,Sales_Agent,Deal_Stage,Product,Created_Date,Close_Date,Close_Value
Blackzim,UWZHNMR4,Vicki Laflamme,Won,GTX Plus Pro,9/24/17,11/26/17,5196
Faxquote,TRET6F45,Vicki Laflamme,Won,GTX Plus Pro,9/24/17,12/26/17,5624
J-Texon,8DDC9RLE,Vicki Laflamme,Won,MG Advanced,9/24/17,12/15/17,4110
Inity,TFGYLK6C,Anna Snelling,Lost,GTX Basic,9/25/17,10/4/17,0
Codehow,4YXXI2OI,Anna Snelling,Won,MG Special,9/25/17,12/18/17,53
Massive Dynamic,3C7A75LH,Cassey Cress,Won,GTXPro,9/25/17,9/27/17,5727
Plussunin,02LUGFJS,Cassey Cress,Won,GTXPro,9/25/17,9/28/17,4308
Plussunin,KPF0GREK,Cassey Cress,Won,MG Advanced,9/25/17,12/9/17,3329
Kinnamplus,HEG2JK9Y,Daniell Hammack,Lost,GTX Plus Basic,9/25/17,10/3/17,0
Hottechi,1ZCAL93A,Darcel Schlecht,Lost,GTX Plus Pro,9/25/17,10/4/17,0
Doncon,5NW6HK74,Elease Gluck,Lost,MG Special,9/25/17,10/4/17,0
Betasoloin,EJVD09HQ,James Ascencio,In Progress,MG Special,9/25/17,,
Gogozoom,7WFASDCZ,Jonathan Berthelot,Lost,GTX Basic,9/25/17,10/3/17,0
Dontechi,7XNX75LI,Jonathan Berthelot,Lost,GTX Plus Pro,9/25/17,12/8/17,0
Labdrill,RAUWH0GP,Kami Bicknell,Won,GTX Plus Pro,9/25/17,11/27/17,6105
Xx-holding,I86I0TJG,Kary Hendrixson,Won,GTX Basic,9/25/17,11/13/17,549
Doncon,TFW3KAYZ,Kary Hendrixson,Won,GTXPro,9/25/17,11/12/17,4828
Dontechi,9NH8ACMQ,Marty Freudenburg,Lost,GTX Plus Basic,9/25/17,10/4/17,0
Y-corporation,86KARIC1,Maureen Marcano,Lost,GTX Basic,9/25/17,10/3/17,0
Finhigh,N2SLAOZR,Moses Frase,Lost,GTX Basic,9/25/17,10/4/17,0
Zumgoity,02TUKBP3,Moses Frase,Lost,MG Special,9/25/17,11/30/17,0
Zumgoity,KU0YOR3J,Niesha Huffines,Won,GTX Plus Basic,9/25/17,10/4/17,1189
Hottechi,BRGJCWO1,Niesha Huffines,Won,MG Special,9/25/17,11/28/17,51
Mathtouch,IEIZU3TY,Reed Clapper,Lost,GTX Plus Basic,9/25/17,12/24/17,0
,P8QXRXMR,Rosalina Dieter,In Progress,GTXPro,9/25/17,,
Xx-holding,35KZ6QTP,Rosalina Dieter,Lost,MG Advanced,9/25/17,10/3/17,0
Dontechi,V5ZP09PO,Versie Hillebrand,Lost,GTX Plus Basic,9/25/17,10/3/17,0
Condax,VKB9RFJT,Versie Hillebrand,Won,MG Special,9/25/17,11/20/17,55
dambase,Y9HHGGOQ,Versie Hillebrand,Won,MG Special,9/25/17,10/4/17,53
Plusstrip,H3AEZ2BZ,Vicki Laflamme,Lost,MG Special,9/25/17,10/5/17,0
Donquadtech,LUXAXNBV,Wilburn Farren,Won,GTX Plus Pro,9/25/17,12/9/17,5960
Groovestreet,0XBMBVFP,Zane Levy,Won,MG Advanced,9/25/17,10/4/17,3438
Cancity,8KIMVD15,Anna Snelling,Lost,MG Special,9/26/17,10/6/17,0
Globex Corporation,Q06QD8ZW,Anna Snelling,Won,MG Special,9/26/17,11/3/17,54
Konex,0SD3OBQI,Boris Faz,Lost,GTX Plus Basic,9/26/17,11/6/17,0
Kinnamplus,YKZFQT7K,Cassey Cress,Lost,GTX Basic,9/26/17,10/5/17,0
Iselectrics,I25J5M7W,Cassey Cress,Lost,MG Advanced,9/26/17,9/28/17,0
Toughzap,B2Z4BB5U,Cecily Lampkin,Lost,GTX Plus Pro,9/26/17,10/6/17,0
Isdom,87ZXBDQS,Cecily Lampkin,Lost,MG Special,9/26/17,10/7/17,0
Statholdings,3LYVAV6P,Cecily Lampkin,Won,MG Special,9/26/17,10/3/17,55
,G7QIQDSA,Corliss Cosme,In Progress,GTXPro,9/26/17,,
Xx-zobam,7I2O2ZCR,Corliss Cosme,Lost,GTX Plus Basic,9/26/17,11/19/17,0
Konex,SUX7JFN7,Daniell Hammack,Lost,GTX Plus Basic,9/26/17,11/19/17,0
Hottechi,5DL7R4C3,Darcel Schlecht,Lost,GTXPro,9/26/17,10/3/17,0
Streethex,61ON3Y6O,Darcel Schlecht,Lost,MG Special,9/26/17,10/2/17,0
Ganjaflex,HOEKIDDI,Donn Cantrell,Lost,GTXPro,9/26/17,11/13/17,0
Sonron,10YLM9VF,Elease Gluck,Lost,GTXPro,9/26/17,10/9/17,0
Sonron,LN0DF2XI,Elease Gluck,Won,MG Special,9/26/17,11/27/17,48
Hottechi,ZNE0DAIF,Hayden Neloms,Lost,GTX Plus Basic,9/26/17,11/24/17,0
Finjob,DTCHPCBB,Hayden Neloms,Won,MG Advanced,9/26/17,12/14/17,3553
Xx-holding,YID2GAED,James Ascencio,Lost,GTX Plus Pro,9/26/17,10/4/17,0
J-Texon,QFKL9UK2,Kary Hendrixson,Won,GTXPro,9/26/17,10/5/17,4727
Sunnamplex,MC3OSDV0,Kary Hendrixson,Won,MG Special,9/26/17,10/2/17,65
Rangreen,C7DOYN5Y,Lajuana Vencill,Won,GTX Basic,9/26/17,12/25/17,585
,JXUSPNPV,Markita Hansen,In Progress,GTX Plus Basic,9/26/17,,
Plexzap,K79T6VNV,Markita Hansen,Lost,MG Special,9/26/17,10/3/17,0
Domzoom,DX8R6PA4,Marty Freudenburg,Lost,GTX Plus Basic,9/26/17,10/3/17,0
Cancity,FZDD9758,Marty Freudenburg,Lost,MG Advanced,9/26/17,10/7/17,0
Rangreen,0SIFT5DE,Marty Freudenburg,Lost,MG Advanced,9/26/17,10/4/17,0
Konmatfix,MZSCFJZS,Marty Freudenburg,Won,GTX Plus Pro,9/26/17,10/7/17,5708
Hottechi,D6X5T9D4,Maureen Marcano,Lost,MG Special,9/26/17,10/5/17,0
Bioholding,69Z30MBF,Moses Frase,Won,GTX Basic,9/26/17,11/15/17,571
Scottech,SH0BSL0Z,Moses Frase,Won,GTX Basic,9/26/17,12/24/17,619
Donware,Q5E0NILP,Reed Clapper,Won,MG Advanced,9/26/17,10/3/17,2984
Bioplex,RFTDQJ0U,Rosie Papadopoulos,Won,GTX Basic,9/26/17,10/1/17,558
Condax,76NU9866,Rosie Papadopoulos,Won,MG Special,9/26/17,12/2/17,57
Initech,13O8NTOT,Violet Mclelland,Won,MG Special,9/26/17,11/30/17,61
Hottechi,AS3IYIRO,Anna Snelling,Won,GTX Basic,9/27/17,12/26/17,543
Zotware,L1WPBDZG,Boris Faz,Won,GTXPro,9/27/17,12/12/17,4125
Ganjaflex,QK98E62R,Cassey Cress,Won,GTX Plus Pro,9/27/17,12/29/17,5301
Kinnamplus,F9THW1PW,Corliss Cosme,Won,GTX Basic,9/27/17,10/5/17,495
Bioplex,LQJISQSD,Corliss Cosme,Won,GTX Plus Basic,9/27/17,10/5/17,955
Iselectrics,84SZ58S9,Daniell Hammack,Won,GTX Plus Basic,9/27/17,10/4/17,1225
Ron-tech,Q5I9JWH7,Darcel Schlecht,Lost,GTXPro,9/27/17,10/2/17,0
Conecom,6BSKCQCX,Darcel Schlecht,Won,GTX Basic,9/27/17,12/25/17,608
Warephase,UKQD4DPD,Darcel Schlecht,Won,GTXPro,9/27/17,11/13/17,4515
Silis,SI874ZK5,Donn Cantrell,Lost,GTXPro,9/27/17,10/6/17,0
Green-Plus,6XP6FVMN,Elease Gluck,Won,MG Advanced,9/27/17,12/18/17,3772
Kan-code,NDMEB0VG,Garret Kinder,Lost,MG Advanced,9/27/17,10/5/17,0
Bioholding,IGFQGZDK,Gladys Colclough,Won,GTX Basic,9/27/17,12/8/17,540
Cancity,Y2DLFFN6,Gladys Colclough,Won,MG Advanced,9/27/17,9/30/17,2800
Stanredtax,I6UCM2J9,Gladys Colclough,Won,MG Advanced,9/27/17,10/5/17,3250
Plexzap,PT0I4XSM,Hayden Neloms,Won,GTX Plus Basic,9/27/17,10/7/17,1232
Hatfan,X718EF6Y,Hayden Neloms,Won,MG Advanced,9/27/17,10/4/17,2811
,FSYTM6YE,James Ascencio,In Progress,GTXPro,9/27/17,,
Lexiqvolax,VUAFV8SS,James Ascencio,Won,GTX Plus Basic,9/27/17,12/7/17,1178
Treequote,SXPV3WCV,Jonathan Berthelot,Won,GTXPro,9/27/17,12/22/17,4869
Cheers,9PH1EWCH,Kami Bicknell,Lost,MG Advanced,9/27/17,12/3/17,0
Inity,THPCTGNI,Lajuana Vencill,Lost,GTX Plus Pro,9/27/17,10/2/17,0
Condax,XR4PPDOB,Lajuana Vencill,Won,GTX Basic,9/27/17,12/18/17,507
Bioholding,EK06CNRW,Lajuana Vencill,Won,MG Advanced,9/27/17,10/6/17,3681
Doncon,Q25T8PKX,Markita Hansen,Lost,GTX Plus Basic,9/27/17,10/1/17,0
Dontechi,V86S5LWV,Marty Freudenburg,Lost,GTX Plus Basic,9/27/17,10/2/17,0
Treequote,K8Y7CK9T,Marty Freudenburg,Won,GTX Plus Pro,9/27/17,10/5/17,5280
Betasoloin,1LY8CAXD,Rosalina Dieter,In Progress,GTK 500,9/27/17,,
Finjob,ADS3CQ4B,Rosalina Dieter,Won,MG Special,9/27/17,11/27/17,50
Genco Pura Olive Oil Company,9UBU6UW4,Versie Hillebrand,Won,MG Special,9/27/17,9/29/17,59
Kan-code,ZP9HW0LH,Vicki Laflamme,Won,MG Advanced,9/27/17,10/3/17,3794
Ganjaflex,WV41OJHX,Wilburn Farren,Won,MG Advanced,9/27/17,10/3/17,3786
Condax,FTUJY4FP,Cassey Cress,Lost,GTX Plus Basic,9/28/17,10/7/17,0
Plussunin,ORBIW519,Donn Cantrell,Lost,MG Advanced,9/28/17,12/19/17,0
Mathtouch,369V78M2,Donn Cantrell,Won,GTXPro,9/28/17,10/7/17,5553
Konex,792JYPG1,Donn Cantrell,Won,MG Advanced,9/28/17,10/8/17,3557
Green-Plus,Y6Q7Z0SO,Elease Gluck,Won,MG Special,9/28/17,10/8/17,63
Conecom,9IM813OI,Gladys Colclough,Lost,GTX Basic,9/28/17,11/11/17,0
Scottech,GXY3QZ2V,Lajuana Vencill,Won,MG Advanced,9/28/17,10/6/17,3704
,SMP2K39G,Markita Hansen,In Progress,GTXPro,9/28/17,,
Gogozoom,IVX52FRZ,Marty Freudenburg,Lost,GTX Plus Basic,9/28/17,11/3/17,0
Hottechi,2CN1G52G,Marty Freudenburg,Lost,MG Advanced,9/28/17,10/3/17,0
Ron-tech,OR0PEAIV,Marty Freudenburg,Won,GTX Plus Basic,9/28/17,11/30/17,1133
Konex,EGOU8GB1,Maureen Marcano,Won,GTX Plus Basic,9/28/17,12/9/17,1292
Plusstrip,IIKN6Q8E,Rosalina Dieter,Won,MG Advanced,9/28/17,12/4/17,3278
Codehow,VTX8GPN8,Versie Hillebrand,Won,MG Special,9/28/17,10/5/17,55
Finjob,DVGY4X7E,Vicki Laflamme,Won,GTX Basic,9/28/17,12/23/17,498
Sunnamplex,W9LAIASV,Vicki Laflamme,Won,MG Special,9/28/17,12/30/17,55
,9JTFD4FZ,Wilburn Farren,In Progress,GTX Plus Pro,9/28/17,,
Cheers,1JFYPP8R,Zane Levy,Won,GTX Basic,9/28/17,10/5/17,571
,C51GWGUE,Daniell Hammack,In Progress,GTX Plus Basic,9/29/17,,
Bubba Gump,A62JDGQK,Daniell Hammack,Won,GTXPro,9/29/17,10/5/17,4942
Streethex,K25Z2KKH,Darcel Schlecht,Lost,GTX Plus Basic,9/29/17,10/5/17,0
Bioplex,U3F5X6BB,Donn Cantrell,Lost,MG Special,9/29/17,12/7/17,0
Singletechno,VJD27D8U,Elease Gluck,Won,GTXPro,9/29/17,10/1/17,5340
Vehement Capital Partners,9TMPRT6R,Garret Kinder,Lost,GTX Basic,9/29/17,10/3/17,0
Zotware,CE81S7UN,Garret Kinder,Lost,MG Advanced,9/29/17,10/8/17,0
Isdom,LEPH90QI,Gladys Colclough,Won,GTX Plus Pro,9/29/17,10/9/17,5689
Rantouch,X1QNN2DG,James Ascencio,Lost,GTX Basic,9/29/17,10/8/17,0
Lexiqvolax,J8G6HTCM,James Ascencio,Lost,MG Special,9/29/17,10/11/17,0
Dontechi,94P229FH,Lajuana Vencill,Won,MG Special,9/29/17,12/30/17,52
Rangreen,Q6F9JWTY,Lajuana Vencill,Won,MG Advanced,9/29/17,12/10/17,3131
Konex,75JW1GRR,Markita Hansen,Lost,GTX Plus Basic,9/29/17,10/9/17,0
Singletechno,P7X2J5DO,Markita Hansen,Lost,GTX Plus Pro,9/29/17,10/6/17,0
Blackzim,LKBDKJLM,Markita Hansen,Lost,MG Special,9/29/17,11/27/17,0
Goodsilron,9OT0018Y,Markita Hansen,Lost,MG Advanced,9/29/17,10/10/17,0
Toughzap,I6RH33SU,Marty Freudenburg,Won,MG Advanced,9/29/17,10/5/17,3957
Treequote,STCU1IXE,Niesha Huffines,Won,GTX Basic,9/29/17,12/30/17,523
Treequote,E3CR358L,Niesha Huffines,Won,GTX Plus Basic,9/29/17,12/21/17,1156
Bubba Gump,BTOD096J,Reed Clapper,Lost,GTXPro,9/29/17,10/6/17,0
Plexzap,1B2WYHTY,Rosalina Dieter,Won,MG Advanced,9/29/17,11/30/17,3509
,NS6JLCZ2,Rosie Papadopoulos,In Progress,GTXPro,9/29/17,,
Hottechi,LB5622YN,Versie Hillebrand,Lost,MG Special,9/29/17,10/8/17,0
Dontechi,HIX9V4W1,Versie Hillebrand,Lost,MG Advanced,9/29/17,10/3/17,0
,LZ3B174J,Vicki Laflamme,In Progress,MG Special,9/29/17,,
Lexiqvolax,XQ6FMG3L,Vicki Laflamme,Lost,GTX Basic,9/29/17,10/6/17,0
Sonron,W40IER4O,Vicki Laflamme,Won,MG Special,9/29/17,12/8/17,59
Kinnamplus,88PIK8A6,Violet Mclelland,Lost,MG Special,9/29/17,10/8/17,0
J-Texon,6K31TYOR,Zane Levy,Won,GTX Basic,9/29/17,10/5/17,502
Rangreen,H29XGJ5H,Anna Snelling,Lost,GTX Basic,9/30/17,12/4/17,0
Toughzap,FSBZ3KOY,Anna Snelling,Lost,GTX Plus Pro,9/30/17,10/1/17,0
Silis,T4SSD24J,Boris Faz,Won,GTX Basic,9/30/17,12/5/17,541
Ontomedia,ZDB6D35R,Cassey Cress,Won,GTX Plus Pro,9/30/17,12/19/17,5026
Dontechi,8RVTZBQO,Cecily Lampkin,Won,MG Advanced,9/30/17,10/10/17,3148
Isdom,CMM4A6NJ,Darcel Schlecht,Lost,GTX Plus Basic,9/30/17,10/6/17,0
Bioholding,7PMUB7T4,Darcel Schlecht,Lost,GTXPro,9/30/17,10/12/17,0
Isdom,KTHAX2XV,Darcel Schlecht,Lost,GTXPro,9/30/17,10/5/17,0
Rundofase,IHOTG9ZQ,Darcel Schlecht,Won,MG Advanced,9/30/17,10/9/17,3006
Mathtouch,O2BF1KAT,Garret Kinder,Lost,MG Special,9/30/17,12/19/17,0
Kan-code,12HOWQMI,Garret Kinder,Won,GTXPro,9/30/17,10/7/17,5203
Condax,CXY4CXX1,Gladys Colclough,Lost,MG Special,9/30/17,10/7/17,0
Xx-holding,IIOVCSHC,Hayden Neloms,Won,MG Advanced,9/30/17,12/10/17,2927
,NX28C8EI,James Ascencio,In Progress,GTX Plus Pro,9/30/17,,
,WV2YBM8V,Kary Hendrixson,In Progress,GTX Basic,9/30/17,,
Rantouch,3E09X4S2,Kary Hendrixson,Lost,GTX Basic,9/30/17,10/8/17,0
Finhigh,6BATTRKM,Lajuana Vencill,Lost,GTX Basic,9/30/17,10/7/17,0
Isdom,GCWTH2MD,Lajuana Vencill,Lost,MG Advanced,9/30/17,12/20/17,0
Betatech,C563WHG1,Lajuana Vencill,Won,GTX Plus Pro,9/30/17,10/11/17,6156
Warephase,D9WBSJRC,Marty Freudenburg,Won,GTXPro,9/30/17,10/9/17,5007
,NMLTE4CS,Maureen Marcano,In Progress,GTX Plus Pro,9/30/17,,
Scotfind,X8P0Q1EU,Maureen Marcano,Won,MG Special,9/30/17,12/6/17,59
Cancity,PBGB323I,Moses Frase,Won,GTX Basic,9/30/17,10/7/17,549
Isdom,V5THS9V8,Niesha Huffines,Won,GTX Plus Basic,9/30/17,11/27/17,1117
Stanredtax,579RHB6S,Versie Hillebrand,Won,MG Special,9/30/17,10/8/17,57
Treequote,4SOUOUKH,Vicki Laflamme,In Progress,GTX Plus Pro,9/30/17,,
Lexiqvolax,9HWUTUXQ,Vicki Laflamme,Lost,GTX Basic,9/30/17,10/9/17,0
Acme Corporation,T58F1T8V,Violet Mclelland,Lost,MG Special,9/30/17,10/8/17,0
Silis,U3UT9B1U,Violet Mclelland,Won,MG Special,9/30/17,12/24/17,55
Umbrella Corporation,HY7D36UC,Violet Mclelland,Won,MG Special,9/30/17,12/22/17,63
Rantouch,9YVTJF6C,Zane Levy,Won,GTX Plus Basic,9/30/17,10/8/17,1108
Y-corporation,JGZVNKMT,Zane Levy,Won,GTX Plus Basic,9/30/17,12/10/17,944
Finhigh,5B3BKUMD,Anna Snelling,Lost,GTX Basic,10/1/17,10/11/17,0
The New York Inquirer,MGHWZSN2,Boris Faz,Lost,MG Advanced,10/1/17,10/6/17,0
Scotfind,EM1BA4EK,Cassey Cress,In Progress,GTX Basic,10/1/17,,
Cheers,GWOOPZE8,Cassey Cress,In Progress,GTX Plus Basic,10/1/17,,
Konex,84N2YHUB,Cassey Cress,Lost,GTX Basic,10/1/17,12/1/17,0
Streethex,IFVL4WL5,Cecily Lampkin,Won,GTX Plus Pro,10/1/17,12/10/17,3704
Konex,8EPT4HEV,Corliss Cosme,Lost,GTX Plus Pro,10/1/17,10/7/17,0
Donquadtech,HZNNKQ0T,Corliss Cosme,Won,GTX Plus Basic,10/1/17,10/3/17,1076
Mathtouch,Z6ETLZQU,Corliss Cosme,Won,GTX Plus Pro,10/1/17,12/18/17,5528
Xx-zobam,GXIVJQPG,Daniell Hammack,In Progress,GTX Plus Basic,10/1/17,,
Initech,7MSQSYWR,Daniell Hammack,Lost,GTX Plus Basic,10/1/17,10/10/17,0
Yearin,5VJIXV02,Daniell Hammack,Lost,GTXPro,10/1/17,12/1/17,0
Rundofase,G23RCHB6,Darcel Schlecht,Lost,GTXPro,10/1/17,10/8/17,0
Globex Corporation,RMFG5C6C,Darcel Schlecht,Won,GTXPro,10/1/17,10/9/17,4594
Scottech,U2JOATN3,Darcel Schlecht,Won,GTXPro,10/1/17,12/6/17,6166
Kinnamplus,JGZ3F67I,Donn Cantrell,Lost,GTX Basic,10/1/17,10/7/17,0
Bluth Company,FHCSKQ4K,Donn Cantrell,Won,GTX Plus Pro,10/1/17,12/30/17,5270
Sumace,TU58PHME,Garret Kinder,Lost,GTX Plus Pro,10/1/17,11/17/17,0
Xx-holding,9ZVX7NVU,Hayden Neloms,Lost,GTX Plus Basic,10/1/17,10/8/17,0
Cheers,I4OJHXIN,Hayden Neloms,Won,MG Advanced,10/1/17,10/5/17,3169
Treequote,NE300YJ0,Jonathan Berthelot,Won,GTX Basic,10/1/17,11/24/17,571
Goodsilron,TYLSS719,Kami Bicknell,Lost,GTX Basic,10/1/17,12/3/17,0
Green-Plus,M3SQPUB1,Kami Bicknell,Won,GTX Plus Pro,10/1/17,10/13/17,6304
Acme Corporation,MG1YUTUE,Markita Hansen,In Progress,MG Special,10/1/17,,
Cheers,PEIZDYXE,Markita Hansen,Lost,GTX Basic,10/1/17,10/2/17,0
Groovestreet,HGG0EZ00,Markita Hansen,Lost,GTXPro,10/1/17,10/5/17,0
Statholdings,XRRMX8K6,Marty Freudenburg,Lost,GTX Basic,10/1/17,10/12/17,0
Condax,BJLJV8XE,Marty Freudenburg,Won,GTXPro,10/1/17,12/15/17,4578
Bluth Company,AQH7ORZZ,Reed Clapper,Won,MG Special,10/1/17,12/18/17,62
J-Texon,GLG1IOHT,Rosalina Dieter,Won,MG Special,10/1/17,10/8/17,51
Bluth Company,89MUGU6K,Rosie Papadopoulos,Won,GTXPro,10/1/17,11/30/17,4881
Golddex,F5OETS8V,Vicki Laflamme,Won,GTX Basic,10/1/17,12/18/17,544
Goodsilron,CU7KT53A,Vicki Laflamme,Won,MG Advanced,10/1/17,12/16/17,2941
,QNB3SCN9,Wilburn Farren,In Progress,GTX Plus Pro,10/1/17,,
Ganjaflex,0BYU67KG,Wilburn Farren,Lost,MG Advanced,10/1/17,12/13/17,0
Condax,SLXPTSGS,Wilburn Farren,Won,MG Special,10/1/17,10/11/17,44
Doncon,FZGGKS2D,Zane Levy,Won,GTX Plus Pro,10/1/17,12/23/17,4910
Warephase,6HDTZCCM,Anna Snelling,Lost,GTX Plus Pro,10/2/17,10/14/17,0
Konex,XUEHL04Z,Boris Faz,Lost,GTX Plus Basic,10/2/17,10/4/17,0
Bioplex,CTZ5I5R5,Cassey Cress,Won,GTX Plus Pro,10/2/17,12/5/17,5469
Scottech,988QUSNK,Cecily Lampkin,Lost,MG Advanced,10/2/17,10/3/17,0
Treequote,2P0VIX4N,Cecily Lampkin,Lost,MG Advanced,10/2/17,12/20/17,0
Zumgoity,TAPH7KQO,Cecily Lampkin,Won,GTX Basic,10/2/17,12/7/17,568
Cancity,TWGFQS8L,Darcel Schlecht,Lost,GTX Plus Basic,10/2/17,10/12/17,0
Genco Pura Olive Oil Company,MRPSU52W,Darcel Schlecht,Lost,MG Advanced,10/2/17,10/9/17,0
Codehow,UKXRWZ3P,Darcel Schlecht,Won,GTX Plus Pro,10/2/17,10/4/17,5263
Toughzap,C5XXGXUE,Darcel Schlecht,Won,GTXPro,10/2/17,10/9/17,4201
Warephase,2IYQ5ALK,Jonathan Berthelot,Lost,GTX Basic,10/2/17,10/7/17,0
dambase,K4GL9NDX,Jonathan Berthelot,Lost,GTX Plus Basic,10/2/17,12/17/17,0
Dontechi,OFKWBRP7,Jonathan Berthelot,Lost,GTX Plus Basic,10/2/17,10/10/17,0
Isdom,1AGL4X1J,Jonathan Berthelot,Lost,GTX Plus Basic,10/2/17,12/18/17,0
Groovestreet,TSU40NIZ,Kami Bicknell,Lost,GTXPro,10/2/17,10/4/17,0
Sunnamplex,VSN0PA06,Kami Bicknell,Won,GTX Plus Basic,10/2/17,10/3/17,1048
Hatfan,FQODPHUL,Kary Hendrixson,Won,GTX Basic,10/2/17,11/4/17,631
Hottechi,KRUY5G5I,Lajuana Vencill,Lost,MG Advanced,10/2/17,10/13/17,0
Betatech,SCYV3JPO,Lajuana Vencill,Won,GTX Basic,10/2/17,10/12/17,536
Genco Pura Olive Oil Company,T91ZAQRH,Lajuana Vencill,Won,GTX Plus Basic,10/2/17,12/18/17,1127
Ron-tech,R293SULP,Marty Freudenburg,Lost,GTX Plus Basic,10/2/17,10/4/17,0
Cancity,UDKH3AM0,Marty Freudenburg,Won,MG Special,10/2/17,10/9/17,56
Hottechi,I4T9W7NQ,Maureen Marcano,Lost,GTX Basic,10/2/17,12/15/17,0
Bluth Company,H4ZSZQ9V,Reed Clapper,Won,GTXPro,10/2/17,10/10/17,4186
Konex,2GQAAHG6,Reed Clapper,Won,MG Advanced,10/2/17,10/12/17,3670
Umbrella Corporation,7OGPA4I3,Reed Clapper,Won,MG Advanced,10/2/17,10/12/17,3482
Gekko & Co,54XJLU62,Rosie Papadopoulos,Lost,GTX Plus Basic,10/2/17,10/12/17,0
Funholding,XSSK506P,Versie Hillebrand,Lost,MG Special,10/2/17,10/4/17,0
Kinnamplus,AJKE7ACY,Violet Mclelland,Won,MG Special,10/2/17,10/11/17,50
Massive Dynamic,JPPLGVUS,Violet Mclelland,Won,MG Advanced,10/2/17,12/31/17,3629
Hottechi,O7B3XCKF,Zane Levy,Lost,GTX Basic,10/2/17,10/3/17,0
Groovestreet,5A7S6Z6P,Zane Levy,Lost,GTXPro,10/2/17,10/11/17,0
Condax,OOB372R5,Zane Levy,Won,GTX Basic,10/2/17,10/12/17,544
Rundofase,L67B6CU2,Anna Snelling,Lost,GTX Plus Pro,10/3/17,10/9/17,0
Stanredtax,6V0QV9CU,Cecily Lampkin,Won,MG Advanced,10/3/17,10/10/17,3415
Bubba Gump,0MXZ36G7,Corliss Cosme,Won,GTX Basic,10/3/17,10/4/17,616
Donware,LMCHDMJX,Daniell Hammack,Won,GTX Plus Basic,10/3/17,10/8/17,1050
Toughzap,4HBU57OV,Darcel Schlecht,Won,MG Special,10/3/17,10/10/17,58
Zotware,AOIM2Y7M,Donn Cantrell,Won,MG Advanced,10/3/17,10/5/17,3858
Condax,5KC100IN,Elease Gluck,Lost,MG Special,10/3/17,10/13/17,0
Hottechi,OOFWSKFF,Gladys Colclough,Lost,GTX Basic,10/3/17,10/4/17,0
Funholding,LV7HHGM4,Gladys Colclough,Lost,GTX Plus Pro,10/3/17,10/5/17,0
Ron-tech,HBZEI375,Gladys Colclough,Lost,MG Advanced,10/3/17,10/10/17,0
Inity,GRQZZNQB,Gladys Colclough,Won,MG Advanced,10/3/17,11/8/17,3207
Konex,1D8XLZQ8,Hayden Neloms,Won,MG Advanced,10/3/17,11/21/17,3795
Rundofase,CAX04DY1,Jonathan Berthelot,Lost,MG Special,10/3/17,11/16/17,0
J-Texon,ZVEH26GP,Kami Bicknell,Won,GTX Plus Basic,10/3/17,10/8/17,1028
Doncon,G7QR0SCP,Kami Bicknell,Won,MG Special,10/3/17,10/15/17,64
,MYD4PBM9,Kary Hendrixson,In Progress,GTX Basic,10/3/17,,
Rangreen,DUOS7AO8,Marty Freudenburg,Lost,GTXPro,10/3/17,11/24/17,0
Bluth Company,CCCQGBSY,Reed Clapper,Won,GTX Plus Basic,10/3/17,12/9/17,1284
Iselectrics,C5Z2806X,Reed Clapper,Won,GTXPro,10/3/17,12/28/17,5044
Y-corporation,2CY7OS6A,Rosalina Dieter,Lost,MG Special,10/3/17,10/6/17,0
Rangreen,FZKX09GE,Versie Hillebrand,Won,MG Advanced,10/3/17,10/9/17,3254
,E2CJIO85,Vicki Laflamme,In Progress,GTX Plus Pro,10/3/17,,
Hottechi,R2PBFVU7,Vicki Laflamme,Lost,GTXPro,10/3/17,10/8/17,0
Xx-zobam,D4SJ5G2G,Violet Mclelland,Lost,MG Special,10/3/17,12/23/17,0
Vehement Capital Partners,N2ESTUQT,Wilburn Farren,Won,GTXPro,10/3/17,10/10/17,5127
Green-Plus,3QSM7X3W,Zane Levy,Won,GTXPro,10/3/17,11/6/17,4194
Singletechno,UG4BHJRQ,Zane Levy,Won,GTXPro,10/3/17,10/11/17,4105
Cancity,NMF60XWK,Anna Snelling,Lost,MG Special,10/4/17,10/13/17,0
Gogozoom,L6WEVHEN,Anna Snelling,Won,MG Special,10/4/17,12/16/17,59
,EP5QRHID,Boris Faz,In Progress,MG Advanced,10/4/17,,
Bluth Company,EYWXCFXJ,Boris Faz,Lost,GTX Plus Pro,10/4/17,11/1/17,0
Acme Corporation,QC9B7V93,Boris Faz,Lost,MG Advanced,10/4/17,10/11/17,0
Bubba Gump,CPVW06O2,Boris Faz,Won,MG Special,10/4/17,10/11/17,54
Plussunin,2KNVLXA4,Cassey Cress,Won,GTX Plus Pro,10/4/17,10/14/17,5989
,5WAKI1NB,Corliss Cosme,In Progress,GTX Basic,10/4/17,,
,LDJ6VTNW,Daniell Hammack,In Progress,GTX Plus Basic,10/4/17,,
Silis,YI8JSLKX,Daniell Hammack,Lost,GTXPro,10/4/17,10/15/17,0
Betatech,E4O6XJ9E,Darcel Schlecht,Lost,GTXPro,10/4/17,10/12/17,0
Finhigh,L7TT9ZL4,Darcel Schlecht,Won,GTX Plus Pro,10/4/17,12/21/17,4735
Rangreen,JD6WHH6G,Darcel Schlecht,Won,GTXPro,10/4/17,10/10/17,5055
